word,frequency
vi,3
sa,13
arrese,1
arres,1
ed,35
fortsonfs,1
qat,1
tea,3
ar,3
yelled,57
ne,4
thy,2
gued,1
struggled,37
intermittently,2
piece,33
duct,21
tape,38
securing,6
ales,1
cellphone,16
emg,1
mercy,1
eave,1
le,4
gill,2
subsequently,19
kau,1
tc,2
ectc,1
yir,1
complete,68
markedrtagged,1
pages,6
sdcobmccutcnen,1
csua,8
wanda,13
geack,1
sundayjuly,1
assignedto,2
tour,22
dutyli,1
evidenceat,1
beiow,1
participation,4
grey,33
photosnone,1
sticky,3
surface,5
submitte,1
pieces,19
processedwith,1
resultswere,1
sentby,2
un,8
rrom,1
rage,1
wv,1
uate,2
guardian,26
vito,4
confirmmed,1
repsonse,2
fortso,1
fortsons,1
cousins,28
carla,3
butler,74
ph,10
ilpot,1
pone,1
irate,7
woman,25
claimed,15
urther,1
voluntarilly,1
ren,2
dared,1
buccals,4
eci,1
soso,1
ender,1
thisabeyance,1
sgta,1
mcmahan,7
lpo,1
latentprint,1
apzs,1
automated,15
systet,1
afis,13
matches,2
unsolved,4
database,5
whereit,1
remain,15
solved,1
shelby,2
vernick,1
foundrape,9
hillcrest,18
oar,1
desk,18
personnel,55
thats,54
besides,4
land,5
graham,7
envelope,14
fifth,25
confeerred,1
channel,50
bispatcher,1
females,47
pattersonand,1
occurrance,2
thefemales,1
else,62
lines,30
bright,33
gibbs,3
item,13
darryl,25
fortson,6
impressions,1
tb,1
ruffin,4
clpeast,10
michele,7
laterite,1
mcdonaugh,1
ccpo,9
victitwanda,1
benotified,1
datetime,14
cross,31
cedar,94
section,9
status,22
disposition,63
statute,5
stat,6
desc,4
origroup,2
counts,14
ncic,3
asslt,10
structure,2
attemptedcommitted,3
activity,32
agg,96
aslthomc,4
crcmst,4
larcenytheft,4
offnse,4
scenelocation,4
damage,17
subjects,11
complainant,21
tyleryvonne,2
parklane,3
dob,39
lic,11
convertc,1
flowered,3
purchase,6
shape,2
skinned,29
well,87
groomed,2
facial,9
nicely,2
store,161
reluctant,13
accept,20
anyway,14
close,31
mess,11
hepatitus,2
herpes,3
care,44
aggressive,8
touch,54
kind,25
distance,9
cityview,4
supervisors,6
clinic,64
peacock,6
asault,2
la,3
sdcob,2
daniels,6
patient,11
nursing,7
discharged,2
inoanother,1
occasionally,8
neighborhood,25
logged,33
kovach,27
baumaleller,1
melvin,35
naming,7
candidate,6
inthe,3
lorraine,22
clerks,22
informational,6
packet,13
fugitive,15
cot,17
rapesuspect,20
wantedclean,15
active,23
referred,77
lakeside,10
leanup,1
baumaleiller,20
corlett,6
nf,16
smale,2
blackredcheckered,1
bleachers,2
cataed,1
smokie,1
nom,1
reced,9
respectfullly,1
kidnappingrapeno,6
describe,22
monitor,6
types,3
saccanyoic,1
assaultaggravated,4
robberyrape,11
fullerton,4
opposite,13
watching,53
neared,3
warner,9
broadwaywarner,2
stab,13
screwdriver,7
railroad,14
tracks,22
cooperated,3
quit,6
erect,23
touching,46
quickly,23
okay,25
scratches,14
cuts,11
puncture,2
lohn,16
hindered,2
darkness,2
gather,16
sheet,101
convenience,5
approximaleately,9
union,42
barreled,2
metal,14
pole,12
prevent,8
accross,4
retrieved,30
conceal,4
blocks,8
factory,13
alert,5
emptying,2
individual,8
acknowledged,10
distress,2
never,173
wooded,17
tells,13
midway,3
knee,15
order,59
stroking,5
fondling,18
excited,8
within,19
policeast,7
afterwards,30
victimandvictim,2
alexis,31
kidnappingrapenamed,15
kidnappingrapearrest,26
winter,12
harvard,42
recognized,20
assaultpurse,2
snatching,4
robberypurse,2
invst,2
rsp,12
requst,3
kidnappingrapearrestcleanup,5
contacts,18
torres,40
uncoop,2
releas,2
convict,3
dunikowski,4
reveiwd,2
ohleged,2
benham,5
lessman,10
carolyn,30
whole,20
concerned,16
explained,34
process,82
uncooperat,2
ative,2
bannister,1
parkview,10
glass,36
water,26
kneeled,2
lady,12
tn,13
observe,11
unzip,4
expose,4
toner,2
tren,1
baby,71
roomcause,1
pinned,35
finishing,6
muffled,3
leaves,8
recorded,7
ascertaining,2
confirming,2
grandview,2
scarf,7
completion,56
ret,1
pared,1
barren,1
consult,7
otc,13
rapelicense,5
vasil,4
edgehill,1
beachwoodohio,1
owner,55
plates,15
dixon,4
theft,56
motor,42
hot,14
suspected,55
dove,7
lenacrave,2
driver,89
sole,2
occupantwitness,1
owned,10
owners,8
pete,5
nicknamed,1
lent,15
southeast,16
putnam,2
murrey,2
socha,10
halal,1
toler,5
cairnes,1
pct,7
towed,86
toolforfeiture,1
sheppard,4
rusnov,2
mentionedarrestexceptional,1
fowltup,1
ts,6
fragomeni,1
zybniewski,1
melton,7
appropriate,7
forms,16
forfeiture,1
cleanupexceptional,49
account,24
manor,17
sylvan,2
ejaculte,1
darnell,21
chronic,1
unruly,5
mentioning,2
mistake,1
suspectjuv,2
compl,3
complcleanup,2
receive,22
investigat,2
machine,22
hoffman,1
molested,10
arival,1
quebec,3
hill,47
ail,1
cards,24
played,14
wine,7
accompanied,50
arrangements,12
supposed,24
ask,35
advances,18
straddling,1
trapping,2
underneath,12
restrained,5
leaned,7
unstraddled,1
restraining,6
penetrating,24
lied,12
yelling,74
shortly,64
afterward,10
push,49
sixth,29
scottie,1
rogers,24
dillon,5
tandline,1
hendrick,1
annette,4
downstairs,123
insuffic,1
ient,1
rondale,1
felony,31
hanging,21
mirror,9
basket,3
spindle,4
love,25
jesus,1
fromale,8
namaleed,8
hung,26
pratt,19
awhile,22
passengers,8
motorvehicle,9
forearm,14
scratching,10
ankles,44
tongue,7
wear,24
actions,2
hollered,4
maleiddle,1
x,9
waited,57
orginal,15
identifdied,1
roy,11
possibilities,1
callled,2
polk,6
ownes,1
jr,27
homein,1
illumina,1
colorthe,1
owensjr,1
dated,29
owens,7
prosec,6
utor,1
evening,52
inn,19
refund,2
happen,25
fairhill,1
nfd,5
vels,4
duty,47
malet,4
demio,2
ta,7
clerk,54
cancellation,1
confer,158
wilma,1
daugh,2
ok,45
physically,33
morgue,7
corrigan,4
chmielewski,3
addmissing,1
personjuvenile,5
beres,2
jennifer,9
moore,28
biltmore,1
chris,70
joann,3
glendale,2
youths,1
strung,1
aveast,13
sell,9
purple,13
fiela,1
neg,14
areas,17
tarkington,2
abandon,4
wendy,12
picture,15
fista,1
juvenilenegative,2
judson,1
herruish,1
mps,3
father,181
missin,1
mp,7
returns,2
tart,2
baran,1
scalese,1
seson,1
screen,16
paraphernalia,1
lewis,24
allison,4
resent,1
rive,1
adn,3
simon,1
youth,3
recently,18
pink,12
karusch,1
maria,14
farley,1
looks,6
disregard,1
sighting,1
scarville,1
houses,26
persons,39
ememergency,3
roomgency,3
semergency,3
roomvices,3
streetlukes,4
doctorhummer,1
mrwilliam,1
activities,8
dh,27
upi,1
bottoms,7
complexbiay,1
breast,49
immediately,63
albumeri,1
member,30
cecil,5
terkowski,1
patena,1
hrsas,1
scovill,2
statedcome,1
shoot,38
pointing,21
reportsthe,1
hed,11
thefront,1
sweater,18
supsect,10
masturbating,8
stick,13
masturbated,4
longwood,4
rob,11
repliedtony,1
ministation,1
examined,74
doctorpettit,1
obsect,1
imeast,1
kenneth,34
parker,36
trumball,1
ci,3
base,8
bonna,1
thanconferred,1
tennant,4
kizzy,1
recognize,15
avon,11
gordon,19
rememebers,1
sober,3
appoointment,1
occassion,9
quincy,31
remona,8
hitchcock,10
jusaint,4
positively,41
write,12
stripe,7
streetopped,8
fully,18
umbrella,1
daylight,5
turning,13
dusk,3
heavily,11
pupilated,2
residents,19
pedestrians,3
bystanders,3
willfoll,1
agreement,3
engage,23
sum,5
suspectshe,1
rock,29
amount,20
plywood,7
partially,18
blocking,3
nailed,3
watch,50
nails,6
sticking,9
txaning,1
willfully,2
dowstairs,2
se,8
demanded,37
strawberry,4
convered,3
resident,49
bryant,5
cartwright,2
unusual,6
either,57
apts,6
constantly,4
svgs,1
stavridis,4
endangering,13
glasney,2
kidd,8
foss,2
narcis,1
rif,1
pollow,1
descretion,2
gay,4
rapearrestexceptional,12
cryie,1
herld,2
warrents,3
advi,2
str,5
rreleased,2
earl,6
consented,38
blunt,10
earlwood,9
reference,18
rapecancelsuspect,1
august,20
dst,3
gedeon,3
waid,3
southwesaint,6
trc,1
martin,68
luther,19
rapes,14
ra,1
stopping,14
produce,6
piiiwrs,1
vaild,1
kendall,5
tel,3
charles,39
passengercharles,3
aunttracie,1
lawrence,17
tool,11
concerningthe,1
nolan,3
stevens,10
readrapecancel,1
mentionedexceptional,2
foll,3
ow,3
inform,10
ation,4
marian,1
furt,3
giving,36
conflicting,6
stories,6
cumup,1
cornemergency,1
westchestemergency,1
vehcle,3
model,23
submittd,1
unaware,9
locations,18
moving,20
dazed,5
frightened,13
en,8
haldane,2
meridia,36
tailed,1
burglaryaggravated,2
robberymotor,2
vehiclefelonious,1
assaultnamed,6
suspectconfinementrecovery,1
shaun,11
conkle,38
hammer,11
robbed,26
patricia,16
poster,8
woke,133
puster,6
conkles,1
act,55
anally,23
keys,78
stairs,84
stolenrecovered,1
muster,2
sean,2
extremely,20
alerting,1
roommates,3
pair,65
speedo,2
landing,4
belong,4
duster,1
hamlet,3
rate,6
speed,12
flee,19
adolpha,1
tshirt,71
obtaining,11
pople,1
guthrie,4
gabriel,5
cfd,3
fire,22
slightly,11
damaged,11
fuel,2
filler,1
viu,31
lukens,3
conducting,10
charter,3
loud,27
source,3
interior,37
exiting,20
whitefemale,3
misdemeanor,5
citation,5
mc,5
homalee,11
screamaleing,3
video,35
camaleera,1
ae,1
camera,14
captioned,1
detain,1
obstruct,3
official,8
duties,2
crowd,6
gathering,17
zappala,4
situation,18
assumed,3
furniture,16
occupants,15
barricading,1
attemrr,1
persuade,2
surrendering,2
taught,3
joining,1
swat,9
initiated,8
cars,43
stanley,10
surrendered,1
handcuffed,59
dailey,4
concealing,2
easement,3
vandalism,4
propertyarrest,1
apparently,10
summoned,3
uncuffed,1
withthe,5
ozone,1
cook,9
barrow,5
plants,1
plain,6
northeast,15
dineen,1
stucin,1
obstruction,4
irritation,3
abrasions,9
heat,3
exhaution,1
acc,1
vsdlmarijuana,1
buisness,4
raynard,16
crimematched,1
hanshaw,2
maleains,1
dismaleissed,1
judge,22
adrine,1
detention,45
conveyance,2
domestic,76
violencename,3
analtercation,1
swollen,9
bloody,8
petkac,3
violencens,2
rapedomestic,16
mrs,52
refrigeration,1
excalimed,1
theres,7
rat,2
taxing,4
suppose,2
commit,1
hack,4
daughters,21
exchanged,7
heated,5
words,18
month,21
ortiz,7
communications,1
ws,15
herbert,3
directly,47
cleraup,1
chganup,1
pet,5
espond,1
fmale,1
withabove,1
xboyfried,1
locaated,1
svch,6
rescue,4
aquaintances,1
apartmen,2
relatives,26
television,42
religioin,1
angered,1
choking,36
representative,12
orts,1
ensued,10
eight,13
choke,27
managed,23
intercouse,3
resist,24
deflect,1
middle,30
sustained,15
complet,1
calm,15
rack,3
corpse,1
outta,1
pursuing,6
victimthen,3
staters,1
shattering,1
firs,3
notifed,3
uncertain,5
frame,10
rooms,20
restroom,22
facilities,2
foyer,3
damaging,2
greenhouse,1
adelbert,1
withsergeant,4
hagerman,1
kirkland,4
kt,2
earrings,2
cola,1
timesuspect,2
hall,68
boxers,13
timethe,2
victimt,1
bedand,1
pew,1
atthis,1
timevictim,2
part,44
thisand,1
suspectno,4
wrists,13
undid,5
avail,18
victgim,1
dressedand,1
comment,8
girlfriends,22
nurses,5
victm,17
roomdoctor,1
supervisorsergeant,1
gurr,2
officervukmire,1
suspectcleanup,12
grandjury,5
kidnappingrapepossession,1
tools,8
abusemarijuanaarrest,1
kelly,23
bishop,40
kidnappingrapepctdrug,1
abusemarijuana,1
circumstances,84
chicago,10
bulls,4
cadillac,12
spare,4
tire,5
dominik,2
angelus,2
alkazar,1
ive,19
dancer,2
regular,11
customer,4
hungry,4
eat,18
native,1
purchased,14
corned,1
beef,1
sandwiches,1
drover,1
stockholm,1
sandwich,4
chatman,1
reentered,6
starvin,2
marvins,2
painting,1
booth,15
danced,4
liked,13
freak,1
womalean,1
jacking,1
hey,27
banging,12
ledge,2
saying,112
tonight,15
instructed,39
noone,3
hestitated,1
cold,35
completing,19
ejaculation,21
quick,7
peel,2
comb,2
fucker,9
fucked,10
shouldnt,6
bet,4
youll,8
dudes,2
rolled,27
joint,8
coupe,4
deville,3
cool,6
bishops,1
stared,3
real,30
cried,16
matched,14
patted,43
safety,42
yell,21
imcrimination,1
inventory,11
ashtray,1
eckes,5
towing,20
tow,31
luxes,10
barron,10
jaballs,1
attending,40
ob,4
physician,25
unavail,1
bls,1
blkbrn,1
throckley,1
cleve,9
handko,1
ccw,14
rel,14
parks,3
viol,15
solicit,1
rusinov,1
kidnappingccw,1
fel,17
si,5
promoting,1
prostitution,8
vin,10
maleiller,3
fred,9
crosby,12
consultation,1
nc,3
chimes,1
kidnappingrapedrug,2
abusearrest,1
wttsilviontamttlfmtmttti,1
abusearrestclerkup,1
john,83
kuxula,1
kidrape,2
argus,1
direst,1
crand,1
randall,2
den,1
girl,54
wrestling,5
fourth,45
detking,1
glenda,1
barbara,12
mcdaniel,1
timedate,4
eddy,17
lighter,9
lefthand,1
third,80
western,6
demands,5
fingers,50
today,31
shove,3
duranek,1
conductgd,1
assists,31
odonnell,1
toa,1
penn,1
fellaito,1
ids,6
pendant,1
gutted,2
tavernapartment,1
buiding,2
unsafe,2
condition,38
bentley,2
cwest,1
dorothy,2
hazard,3
paul,20
lazarowycz,2
severai,1
rapeclean,4
irby,86
tha,3
sharon,20
countiprosecutor,1
zimmerman,1
cas,1
subpoena,8
del,3
ivered,1
hx,1
reepectfulyy,1
cotton,18
fio,1
haumaleillerassigned,1
rns,2
exceptionalclean,1
complaintbald,1
warm,5
fluid,12
dude,4
parmadale,9
childrens,27
objection,1
likes,9
travel,10
plans,4
jamison,1
donna,9
kathy,4
separated,11
parma,29
lazs,1
natural,17
margaret,6
borders,5
group,38
victimevon,1
rented,13
bring,36
victimbut,1
roomdisrobed,1
disrobed,4
penal,1
erection,14
exboyfriends,4
titlerapeto,1
titlerapeclean,1
assignedsex,14
robberykidnappingrapejuvenile,1
complaing,1
sr,19
fien,3
eloise,12
darden,16
aunts,10
stephanie,17
pope,2
beige,10
van,137
withgray,1
astro,1
aurostar,1
mark,36
que,1
selling,4
slender,1
buttondown,1
bfard,1
tan,20
double,16
strong,13
boyd,3
shower,50
withnew,1
thoroughout,1
dresser,21
nightstand,2
rainbows,5
sain,4
plastic,29
bk,1
ln,5
walkerje,17
robberykidnaprapejuvenile,1
complaintexcept,1
cu,12
copy,75
malesouth,5
victimeloise,1
bedridden,1
monita,3
voicemail,3
requesting,20
necessary,33
allegations,16
foster,53
behavior,10
cummings,4
permission,36
adlitum,1
traveled,16
forbes,1
oakwood,2
village,2
speaking,32
discuss,6
behaviour,1
interveiw,2
shannon,25
millard,2
directive,1
associated,7
yield,1
remington,19
saumiller,2
participate,4
reggie,4
dispatch,30
corps,19
stranded,4
denise,16
davis,88
stewart,30
stewarts,2
companion,7
vicinity,8
understanding,3
curfew,6
forcedher,3
protested,2
warren,19
elder,13
dor,2
chubby,2
hat,19
bear,5
ifeimeo,2
kimbos,2
chucks,2
jeromin,4
allegedly,22
kimbo,2
oneal,2
phn,3
occured,49
alledged,9
larue,11
created,178
dejesuml,4
rapekidnappingfelonious,3
assaultarrest,5
clere,3
kristie,2
karohl,2
consent,62
entire,32
guard,28
naylor,1
packaged,4
quilt,2
cardboard,2
complex,23
announced,4
allow,18
wrote,18
lock,32
sonya,10
thompkins,1
rewind,1
tapes,5
mandzak,3
escorted,49
announcing,1
schwartz,1
schwarts,1
associate,6
alarm,9
sounded,7
indicating,6
stairwell,10
miranda,68
schlacht,1
lupin,1
rept,16
anderssh,4
sealed,34
betsy,1
petitt,1
examinera,2
witnessed,13
stanton,7
sanderson,5
mcpikej,2
nwsconversion,162
jim,15
peter,1
sample,32
photogrpahs,1
bryan,18
cvictim,6
visiting,47
chain,17
dillons,1
anderson,23
processedmarked,1
taggged,1
abouts,4
attemps,1
assits,1
leadsa,1
robberykidnap,1
dorver,6
elk,9
empty,24
gaylord,2
sack,8
believe,29
chased,12
patel,6
bagged,20
visible,33
lfads,1
approximtely,1
himn,1
gaging,1
attend,6
li,7
robberykidnappingrape,6
lnu,14
seh,2
bellaire,9
unknownand,1
crotch,4
foreceful,1
relented,1
minute,33
conversate,1
ever,40
clothed,11
vheicle,2
madison,45
tears,6
ee,4
frequent,5
vehiclesuspect,1
luthemergency,3
rooman,3
centemergency,4
brym,2
external,3
intranal,1
recieved,50
sokolowski,1
lutheran,57
kin,2
heffernan,3
gilbert,3
franklin,40
confronted,29
protection,27
hitskip,1
processing,47
fineline,4
millie,2
outstanding,17
contempt,7
courttraffic,1
berts,1
posted,4
ward,51
steven,27
keogh,1
robberykidnappingraperecoveryarrestclean,1
consentual,19
villa,20
revrlts,2
common,9
jose,22
santiago,7
acevedo,2
husbands,3
nan,2
bleacher,2
arra,2
pathway,2
bush,18
consciousness,15
vega,4
visibly,18
maybe,20
twins,2
bonnacci,6
uncooperative,71
knocking,39
elanket,1
nintendo,3
blade,11
strap,1
laying,63
apart,13
anytime,4
sid,3
doctorwoerner,1
kidnappingrapearrested,1
bittenger,1
joey,4
